Timestamp,DateTime,AgentID,Zone,CPU(%),RAM(%),TotalRAM(GB),Disk(%),TotalDisk(GB),FreeDisk(GB)
1762252282294,2025-11-04 17:31:22,Quang,Local-Machine,2.11,72.68,15.74,58.64,476.01,196.88
1762252283288,2025-11-04 17:31:23,Quang,Local-Machine,1.77,72.72,15.74,58.64,476.01,196.88
1762252284332,2025-11-04 17:31:24,Quang,Local-Machine,2.43,72.67,15.74,58.64,476.01,196.88
1762252285301,2025-11-04 17:31:25,Quang,Local-Machine,1.82,72.74,15.74,58.64,476.01,196.88
1762252286271,2025-11-04 17:31:26,Quang,Local-Machine,1.01,72.80,15.74,58.64,476.01,196.88
1762252287317,2025-11-04 17:31:27,Quang,Local-Machine,1.87,72.76,15.74,58.64,476.01,196.88
1762252288279,2025-11-04 17:31:28,Quang,Local-Machine,1.22,72.70,15.74,58.64,476.01,196.88
1762252289371,2025-11-04 17:31:29,Quang,Local-Machine,1.97,72.59,15.74,58.64,476.01,196.88
1762252290363,2025-11-04 17:31:30,Quang,Local-Machine,2.17,72.13,15.74,58.64,476.01,196.88
1762252291358,2025-11-04 17:31:31,Quang,Local-Machine,1.76,72.11,15.74,58.64,476.01,196.88
1762252292387,2025-11-04 17:31:32,Quang,Local-Machine,1.90,72.14,15.74,58.64,476.01,196.88
1762252293376,2025-11-04 17:31:33,Quang,Local-Machine,1.78,72.11,15.74,58.64,476.01,196.88
1762252294331,2025-11-04 17:31:34,Quang,Local-Machine,1.02,72.12,15.74,58.64,476.01,196.88
1762252295395,2025-11-04 17:31:35,Quang,Local-Machine,1.28,72.09,15.74,58.64,476.01,196.88
1762252296433,2025-11-04 17:31:36,Quang,Local-Machine,2.26,72.01,15.74,58.64,476.01,196.88
1762252297380,2025-11-04 17:31:37,Quang,Local-Machine,1.24,71.99,15.74,58.64,476.01,196.88
1762252298448,2025-11-04 17:31:38,Quang,Local-Machine,2.01,72.09,15.74,58.64,476.01,196.88
1762252299463,2025-11-04 17:31:39,Quang,Local-Machine,2.12,72.11,15.74,58.64,476.01,196.88
1762252300459,2025-11-04 17:31:40,Quang,Local-Machine,2.16,72.11,15.74,58.64,476.01,196.88
1762252301500,2025-11-04 17:31:41,Quang,Local-Machine,2.44,72.15,15.74,58.64,476.01,196.88
1762252302458,2025-11-04 17:31:42,Quang,Local-Machine,1.63,72.12,15.74,58.64,476.01,196.88
1762252303440,2025-11-04 17:31:43,Quang,Local-Machine,1.19,71.95,15.74,58.64,476.01,196.88
1762252304520,2025-11-04 17:31:44,Quang,Local-Machine,1.99,72.59,15.74,58.64,476.01,196.88
1762252305515,2025-11-04 17:31:45,Quang,Local-Machine,1.96,72.81,15.74,58.64,476.01,196.88
1762252306483,2025-11-04 17:31:46,Quang,Local-Machine,1.61,72.86,15.74,58.64,476.01,196.88
1762252306581,2025-11-04 17:31:46,Quang,Lab-301,12.63,72.90,15.74,58.64,476.01,196.88
1762252307453,2025-11-04 17:31:47,Quang,Lab-301,1.79,72.52,15.74,58.64,476.01,196.88
1762252307495,2025-11-04 17:31:47,Quang,Local-Machine,1.35,72.52,15.74,58.64,476.01,196.88
1762252308464,2025-11-04 17:31:48,Quang,Lab-301,2.89,73.17,15.74,58.64,476.01,196.88
1762252308509,2025-11-04 17:31:48,Quang,Local-Machine,1.73,73.03,15.74,58.64,476.01,196.88
1762252309518,2025-11-04 17:31:49,Quang,Local-Machine,1.74,72.52,15.74,58.64,476.01,196.88
1762252309523,2025-11-04 17:31:49,Quang,Lab-301,1.48,72.49,15.74,58.64,476.01,196.88
1762252310512,2025-11-04 17:31:50,Quang,Local-Machine,1.38,72.38,15.74,58.64,476.01,196.88
1762252310533,2025-11-04 17:31:50,Quang,Lab-301,1.55,72.37,15.74,58.64,476.01,196.88
1762252311578,2025-11-04 17:31:51,Quang,Local-Machine,2.02,72.36,15.74,58.64,476.01,196.88
1762252311605,2025-11-04 17:31:51,Quang,Lab-301,2.19,72.33,15.74,58.64,476.01,196.88
1762252312560,2025-11-04 17:31:52,Quang,Lab-301,1.64,72.39,15.74,58.64,476.01,196.88
1762252312565,2025-11-04 17:31:52,Quang,Local-Machine,1.78,72.38,15.74,58.64,476.01,196.88
1762252313580,2025-11-04 17:31:53,Quang,Local-Machine,2.11,72.35,15.74,58.64,476.01,196.88
1762252313588,2025-11-04 17:31:53,Quang,Lab-301,1.71,72.35,15.74,58.64,476.01,196.88
1762252314541,2025-11-04 17:31:54,Quang,Local-Machine,1.42,72.22,15.74,58.64,476.01,196.88
1762252314545,2025-11-04 17:31:54,Quang,Lab-301,1.43,72.19,15.74,58.64,476.01,196.88
1762252315588,2025-11-04 17:31:55,Quang,Local-Machine,1.49,72.19,15.74,58.64,476.01,196.88
1762252315592,2025-11-04 17:31:55,Quang,Lab-301,1.49,72.17,15.74,58.64,476.01,196.88
1762252316527,2025-11-04 17:31:56,Quang,Lab-301,2.51,72.18,15.74,58.64,476.01,196.88
1762252316559,2025-11-04 17:31:56,Quang,Local-Machine,1.61,72.17,15.74,58.64,476.01,196.88
1762252317387,2025-11-04 17:31:57,Quang,Lab-301,13.02,72.17,15.74,58.64,476.01,196.88
1762252317532,2025-11-04 17:31:57,Quang,Lab-301,4.01,72.22,15.74,58.64,476.01,196.88
1762252317595,2025-11-04 17:31:57,Quang,Local-Machine,1.51,72.23,15.74,58.64,476.01,196.88
1762252318394,2025-11-04 17:31:58,Quang,Lab-301,3.17,72.21,15.74,58.64,476.01,196.88
1762252318556,2025-11-04 17:31:58,Quang,Lab-301,4.82,72.23,15.74,58.64,476.01,196.88
1762252318594,2025-11-04 17:31:58,Quang,Local-Machine,1.57,72.24,15.74,58.64,476.01,196.88
1762252319632,2025-11-04 17:31:59,Quang,Local-Machine,1.69,72.22,15.74,58.64,476.01,196.88
1762252320638,2025-11-04 17:32:00,Quang,Local-Machine,1.94,72.22,15.74,58.64,476.01,196.88
1762252321617,2025-11-04 17:32:01,Quang,Local-Machine,1.40,72.22,15.74,58.64,476.01,196.88
1762252322637,2025-11-04 17:32:02,Quang,Local-Machine,1.72,72.20,15.74,58.64,476.01,196.88
1762252323639,2025-11-04 17:32:03,Quang,Local-Machine,1.37,72.20,15.74,58.64,476.01,196.88
1762252323670,2025-11-04 17:32:03,Quang,Lab-301,14.36,72.19,15.74,58.64,476.01,196.88
1762252324602,2025-11-04 17:32:04,Quang,Lab-301,1.05,72.22,15.74,58.64,476.01,196.88
1762252324635,2025-11-04 17:32:04,Quang,Local-Machine,1.57,72.22,15.74,58.64,476.01,196.88
1762252324676,2025-11-04 17:32:04,Quang,Lab-301,13.20,72.20,15.74,58.64,476.01,196.88
1762252325699,2025-11-04 17:32:05,Quang,Local-Machine,2.20,72.22,15.74,58.64,476.01,196.88
1762252325701,2025-11-04 17:32:05,Quang,Lab-301,1.91,72.21,15.74,58.64,476.01,196.88
1762252325789,2025-11-04 17:32:05,Quang,Lab-301,11.10,72.23,15.74,58.64,476.01,196.88
1762252326677,2025-11-04 17:32:06,Quang,Local-Machine,1.60,72.45,15.74,58.64,476.01,196.88
1762252326684,2025-11-04 17:32:06,Quang,Lab-301,1.96,72.44,15.74,58.64,476.01,196.88
1762252326813,2025-11-04 17:32:06,Quang,Lab-301,12.11,72.44,15.74,58.64,476.01,196.88
1762252327693,2025-11-04 17:32:07,Quang,Local-Machine,1.54,72.40,15.74,58.64,476.01,196.88
1762252327711,2025-11-04 17:32:07,Quang,Lab-301,1.74,72.38,15.74,58.64,476.01,196.88
1762252327788,2025-11-04 17:32:07,Quang,Lab-301,12.68,72.37,15.74,58.64,476.01,196.88
1762252328669,2025-11-04 17:32:08,Quang,Local-Machine,1.40,72.86,15.74,58.64,476.01,196.88
1762252328679,2025-11-04 17:32:08,Quang,Lab-301,1.54,72.84,15.74,58.64,476.01,196.88
1762252328769,2025-11-04 17:32:08,Quang,Lab-301,13.02,72.86,15.74,58.64,476.01,196.88
1762252329737,2025-11-04 17:32:09,Quang,Local-Machine,1.83,73.16,15.74,58.64,476.01,196.88
1762252329743,2025-11-04 17:32:09,Quang,Lab-301,1.80,73.16,15.74,58.64,476.01,196.88
1762252329856,2025-11-04 17:32:09,Quang,Lab-301,13.83,73.16,15.74,58.64,476.01,196.88
1762252330731,2025-11-04 17:32:10,Quang,Local-Machine,1.96,73.18,15.74,58.64,476.01,196.88
1762252330733,2025-11-04 17:32:10,Quang,Lab-301,2.00,73.18,15.74,58.64,476.01,196.88
1762252330854,2025-11-04 17:32:10,Quang,Lab-301,11.39,73.17,15.74,58.64,476.01,196.88
1762252331799,2025-11-04 17:32:11,Quang,Local-Machine,2.74,73.15,15.74,58.64,476.01,196.88
1762252331804,2025-11-04 17:32:11,Quang,Lab-301,2.67,73.15,15.74,58.64,476.01,196.88
1762252331946,2025-11-04 17:32:11,Quang,Lab-301,12.47,73.16,15.74,58.64,476.01,196.88
1762252332772,2025-11-04 17:32:12,Quang,Local-Machine,2.41,73.13,15.74,58.64,476.01,196.88
1762252332780,2025-11-04 17:32:12,Quang,Lab-301,2.81,73.14,15.74,58.64,476.01,196.88
1762252332878,2025-11-04 17:32:12,Quang,Lab-301,11.96,73.13,15.74,58.64,476.01,196.88
1762252333699,2025-11-04 17:32:13,Quang,Local-Machine,1.47,73.17,15.74,58.64,476.01,196.88
1762252333732,2025-11-04 17:32:13,Quang,Lab-301,1.83,73.01,15.74,58.64,476.01,196.88
1762252333832,2025-11-04 17:32:13,Quang,Lab-301,11.84,73.00,15.74,58.64,476.01,196.88
1762252334712,2025-11-04 17:32:14,Quang,Local-Machine,1.16,73.04,15.74,58.64,476.01,196.88
1762252334719,2025-11-04 17:32:14,Quang,Lab-301,1.54,73.04,15.74,58.64,476.01,196.88
1762252334824,2025-11-04 17:32:14,Quang,Lab-301,13.02,73.05,15.74,58.64,476.01,196.88
1762252335740,2025-11-04 17:32:15,Quang,Local-Machine,1.71,72.99,15.74,58.64,476.01,196.88
1762252335745,2025-11-04 17:32:15,Quang,Lab-301,1.48,72.98,15.74,58.64,476.01,196.88
1762252335865,2025-11-04 17:32:15,Quang,Lab-301,13.02,72.93,15.74,58.64,476.01,196.88
1762252336728,2025-11-04 17:32:16,Quang,Local-Machine,1.19,73.04,15.74,58.64,476.01,196.88
1762252336735,2025-11-04 17:32:16,Quang,Lab-301,1.57,73.01,15.74,58.64,476.01,196.88
1762252336810,2025-11-04 17:32:16,Quang,Lab-301,13.02,72.99,15.74,58.64,476.01,196.88
1762252337771,2025-11-04 17:32:17,Quang,Local-Machine,1.50,72.53,15.74,58.64,476.01,196.88
1762252337789,2025-11-04 17:32:17,Quang,Lab-301,1.60,72.52,15.74,58.64,476.01,196.88
1762252337937,2025-11-04 17:32:17,Quang,Lab-301,13.20,72.71,15.74,58.64,476.01,196.88
1762252338770,2025-11-04 17:32:18,Quang,Local-Machine,1.76,73.56,15.74,58.64,476.01,196.88
1762252338773,2025-11-04 17:32:18,Quang,Lab-301,1.64,73.53,15.74,58.64,476.01,196.88
1762252338880,2025-11-04 17:32:18,Quang,Lab-301,12.78,73.39,15.74,58.64,476.01,196.88
1762252339764,2025-11-04 17:32:19,Quang,Local-Machine,1.38,73.77,15.74,58.64,476.01,196.88
1762252339774,2025-11-04 17:32:19,Quang,Lab-301,1.53,73.79,15.74,58.64,476.01,196.88
1762252339868,2025-11-04 17:32:19,Quang,Lab-301,12.47,73.84,15.74,58.64,476.01,196.88
1762252340791,2025-11-04 17:32:20,Quang,Local-Machine,1.71,74.25,15.74,58.64,476.01,196.88
1762252340791,2025-11-04 17:32:20,Quang,Lab-301,1.48,74.24,15.74,58.64,476.01,196.88
1762252340951,2025-11-04 17:32:20,Quang,Lab-301,13.51,74.36,15.74,58.64,476.01,196.88
1762252341414,2025-11-04 17:32:21,Quang,Lab-301,12.02,73.95,15.74,58.64,476.01,196.88
1762252341838,2025-11-04 17:32:21,Quang,Lab-301,1.98,73.93,15.74,58.64,476.01,196.88
1762252341843,2025-11-04 17:32:21,Quang,Local-Machine,2.41,73.93,15.74,58.64,476.01,196.88
1762252341996,2025-11-04 17:32:21,Quang,Lab-301,13.51,73.94,15.74,58.64,476.01,196.88
1762252342281,2025-11-04 17:32:22,Quang,Lab-301,0.90,74.47,15.74,58.64,476.01,196.88
1762252342785,2025-11-04 17:32:22,Quang,Local-Machine,1.66,74.12,15.74,58.64,476.01,196.88
1762252342791,2025-11-04 17:32:22,Quang,Lab-301,1.72,74.11,15.74,58.64,476.01,196.88
1762252342925,2025-11-04 17:32:22,Quang,Lab-301,11.75,74.64,15.74,58.64,476.01,196.88
1762252343294,2025-11-04 17:32:23,Quang,Lab-301,0.77,74.36,15.74,58.64,476.01,196.88
1762252343832,2025-11-04 17:32:23,Quang,Local-Machine,1.68,74.10,15.74,58.64,476.01,196.88
1762252343844,2025-11-04 17:32:23,Quang,Lab-301,2.13,74.09,15.74,58.64,476.01,196.88
1762252343958,2025-11-04 17:32:23,Quang,Lab-301,11.89,74.09,15.74,58.64,476.01,196.88
1762252344301,2025-11-04 17:32:24,Quang,Lab-301,1.94,74.07,15.74,58.64,476.01,196.88
1762252344840,2025-11-04 17:32:24,Quang,Local-Machine,1.94,74.06,15.74,58.64,476.01,196.88
1762252344844,2025-11-04 17:32:24,Quang,Lab-301,1.54,74.07,15.74,58.64,476.01,196.88
1762252344921,2025-11-04 17:32:24,Quang,Lab-301,12.68,74.05,15.74,58.64,476.01,196.88
1762252345310,2025-11-04 17:32:25,Quang,Lab-301,0.77,74.07,15.74,58.64,476.01,196.88
1762252345839,2025-11-04 17:32:25,Quang,Local-Machine,1.76,74.06,15.74,58.64,476.01,196.88
1762252345854,2025-11-04 17:32:25,Quang,Lab-301,1.88,74.02,15.74,58.64,476.01,196.88
1762252345957,2025-11-04 17:32:25,Quang,Lab-301,11.38,74.03,15.74,58.64,476.01,196.88
1762252346337,2025-11-04 17:32:26,Quang,Lab-301,0.95,74.03,15.74,58.64,476.01,196.88
1762252346764,2025-11-04 17:32:26,Quang,Local-Machine,1.48,74.02,15.74,58.64,476.01,196.88
1762252346840,2025-11-04 17:32:26,Quang,Lab-301,1.77,73.99,15.74,58.64,476.01,196.88
1762252346940,2025-11-04 17:32:26,Quang,Lab-301,11.72,73.96,15.74,58.64,476.01,196.88
1762252347356,2025-11-04 17:32:27,Quang,Lab-301,1.34,74.04,15.74,58.64,476.01,196.88
1762252347787,2025-11-04 17:32:27,Quang,Local-Machine,1.53,74.07,15.74,58.64,476.01,196.88
1762252347823,2025-11-04 17:32:27,Quang,Lab-301,1.55,74.06,15.74,58.64,476.01,196.88
1762252347918,2025-11-04 17:32:27,Quang,Lab-301,12.34,74.06,15.74,58.64,476.01,196.88
1762252348347,2025-11-04 17:32:28,Quang,Lab-301,0.79,74.05,15.74,58.64,476.01,196.88
1762252348801,2025-11-04 17:32:28,Quang,Local-Machine,1.73,73.76,15.74,58.64,476.01,196.88
1762252348860,2025-11-04 17:32:28,Quang,Lab-301,1.45,73.76,15.74,58.64,476.01,196.88
1762252348936,2025-11-04 17:32:28,Quang,Lab-301,12.68,73.78,15.74,58.64,476.01,196.88
1762252349365,2025-11-04 17:32:29,Quang,Lab-301,0.96,73.77,15.74,58.64,476.01,196.88
1762252349793,2025-11-04 17:32:29,Quang,Local-Machine,0.98,73.77,15.74,58.64,476.01,196.88
1762252349865,2025-11-04 17:32:29,Quang,Lab-301,1.47,73.77,15.74,58.64,476.01,196.88
1762252349983,2025-11-04 17:32:29,Quang,Lab-301,13.35,73.77,15.74,58.64,476.01,196.88
1762252350384,2025-11-04 17:32:30,Quang,Lab-301,1.15,73.81,15.74,58.64,476.01,196.88
1762252350838,2025-11-04 17:32:30,Quang,Local-Machine,0.75,73.81,15.74,58.64,476.01,196.88
1762252350899,2025-11-04 17:32:30,Quang,Lab-301,1.92,73.80,15.74,58.64,476.01,196.88
1762252350999,2025-11-04 17:32:30,Quang,Lab-301,13.67,73.80,15.74,58.64,476.01,196.88
1762252351375,2025-11-04 17:32:31,Quang,Lab-301,1.18,73.83,15.74,58.64,476.01,196.88
