Timestamp,DateTime,AgentID,Zone,CPU(%),RAM(%),TotalRAM(GB),Disk(%),TotalDisk(GB),FreeDisk(GB)
1762781681906,2025-11-10 20:34:41,Quang,Lab-301,1.14,83.05,15.74,58.25,476.01,198.75
1762781682902,2025-11-10 20:34:42,Quang,Lab-301,1.18,83.07,15.74,58.25,476.01,198.75
1762781683917,2025-11-10 20:34:43,Quang,Lab-301,0.96,83.09,15.74,58.25,476.01,198.75
1762781684916,2025-11-10 20:34:44,Quang,Lab-301,0.98,82.84,15.74,58.25,476.01,198.75
1762781685934,2025-11-10 20:34:45,Quang,Lab-301,0.96,82.73,15.74,58.25,476.01,198.75
1762781686944,2025-11-10 20:34:46,Quang,Lab-301,1.16,82.62,15.74,58.25,476.01,198.75
1762781687956,2025-11-10 20:34:47,Quang,Lab-301,0.96,82.59,15.74,58.25,476.01,198.75
1762781688946,2025-11-10 20:34:48,Quang,Lab-301,0.99,82.58,15.74,58.25,476.01,198.75
1762781689977,2025-11-10 20:34:49,Quang,Lab-301,1.14,82.51,15.74,58.25,476.01,198.75
1762781690961,2025-11-10 20:34:50,Quang,Lab-301,2.18,82.49,15.74,58.25,476.01,198.75
1762781691972,2025-11-10 20:34:51,Quang,Lab-301,1.35,82.53,15.74,58.25,476.01,198.75
1762781692981,2025-11-10 20:34:52,Quang,Lab-301,1.74,82.55,15.74,58.25,476.01,198.75
1762781693997,2025-11-10 20:34:53,Quang,Lab-301,1.54,82.58,15.74,58.25,476.01,198.75
1762781694998,2025-11-10 20:34:54,Quang,Lab-301,0.78,82.57,15.74,58.25,476.01,198.75
1762781696009,2025-11-10 20:34:56,Quang,Lab-301,1.16,82.58,15.74,58.25,476.01,198.75
1762781697018,2025-11-10 20:34:57,Quang,Lab-301,0.97,82.53,15.74,58.25,476.01,198.75
1762781698032,2025-11-10 20:34:58,Quang,Lab-301,0.77,82.40,15.74,58.25,476.01,198.75
1762781699069,2025-11-10 20:34:59,Quang,Lab-301,1.13,82.28,15.74,58.25,476.01,198.75
1762781700073,2025-11-10 20:35:00,Quang,Lab-301,0.97,82.30,15.74,58.25,476.01,198.75
1762781701056,2025-11-10 20:35:01,Quang,Lab-301,0.99,82.30,15.74,58.25,476.01,198.75
1762781702056,2025-11-10 20:35:02,Quang,Lab-301,1.95,81.66,15.74,58.25,476.01,198.75
1762781703071,2025-11-10 20:35:03,Quang,Lab-301,0.77,82.25,15.74,58.25,476.01,198.75
1762781704088,2025-11-10 20:35:04,Quang,Lab-301,1.35,83.38,15.74,58.25,476.01,198.75
1762781705125,2025-11-10 20:35:05,Quang,Lab-301,1.13,83.55,15.74,58.25,476.01,198.75
1762781706109,2025-11-10 20:35:06,Quang,Lab-301,2.18,83.76,15.74,58.25,476.01,198.75
1762781707109,2025-11-10 20:35:07,Quang,Lab-301,1.95,83.66,15.74,58.25,476.01,198.75
1762781708118,2025-11-10 20:35:08,Quang,Lab-301,2.13,84.17,15.74,58.25,476.01,198.75
1762781709220,2025-11-10 20:35:09,Quang,Lab-301,1.95,83.95,15.74,58.25,476.01,198.75
1762781710186,2025-11-10 20:35:10,Quang,Lab-301,1.42,83.84,15.74,58.25,476.01,198.75
1762781711171,2025-11-10 20:35:11,Quang,Lab-301,0.99,83.71,15.74,58.25,476.01,198.75
1762781712227,2025-11-10 20:35:12,Quang,Lab-301,1.48,83.73,15.74,58.25,476.01,198.75
1762781713193,2025-11-10 20:35:13,Quang,Lab-301,0.81,83.72,15.74,58.25,476.01,198.75
1762781714221,2025-11-10 20:35:14,Quang,Lab-301,1.52,83.69,15.74,58.25,476.01,198.75
1762781715213,2025-11-10 20:35:15,Quang,Lab-301,1.38,83.67,15.74,58.25,476.01,198.75
1762781716194,2025-11-10 20:35:16,Quang,Lab-301,1.59,83.34,15.74,58.25,476.01,198.75
1762781717207,2025-11-10 20:35:17,Quang,Lab-301,0.96,83.31,15.74,58.25,476.01,198.75
1762781718216,2025-11-10 20:35:18,Quang,Lab-301,1.94,83.28,15.74,58.25,476.01,198.75
1762781719233,2025-11-10 20:35:19,Quang,Lab-301,0.77,83.36,15.74,58.25,476.01,198.75
1762781720249,2025-11-10 20:35:20,Quang,Lab-301,0.77,83.59,15.74,58.25,476.01,198.75
1762781721304,2025-11-10 20:35:21,Quang,Lab-301,1.48,83.40,15.74,58.25,476.01,198.75
1762781722304,2025-11-10 20:35:22,Quang,Lab-301,1.36,83.32,15.74,58.25,476.01,198.75
1762781723316,2025-11-10 20:35:23,Quang,Lab-301,1.54,83.31,15.74,58.25,476.01,198.75
1762781724326,2025-11-10 20:35:24,Quang,Lab-301,1.36,83.31,15.74,58.25,476.01,198.75
1762781725364,2025-11-10 20:35:25,Quang,Lab-301,1.69,83.31,15.74,58.25,476.01,198.75
1762781726374,2025-11-10 20:35:26,Quang,Lab-301,1.94,83.47,15.74,58.25,476.01,198.75
1762781727371,2025-11-10 20:35:27,Quang,Lab-301,1.76,83.53,15.74,58.25,476.01,198.75
1762781728403,2025-11-10 20:35:28,Quang,Lab-301,1.89,83.48,15.74,58.25,476.01,198.75
1762781729364,2025-11-10 20:35:29,Quang,Lab-301,1.62,83.44,15.74,58.25,476.01,198.75
1762781730394,2025-11-10 20:35:30,Quang,Lab-301,1.71,83.43,15.74,58.25,476.01,198.75
1762781731346,2025-11-10 20:35:31,Quang,Lab-301,1.03,83.46,15.74,58.25,476.01,198.75
1762781732384,2025-11-10 20:35:32,Quang,Lab-301,1.69,83.41,15.74,58.25,476.01,198.75
1762781733391,2025-11-10 20:35:33,Quang,Lab-301,1.36,83.16,15.74,58.25,476.01,198.75
1762781734434,2025-11-10 20:35:34,Quang,Lab-301,1.86,83.17,15.74,58.25,476.01,198.75
1762781735398,2025-11-10 20:35:35,Quang,Lab-301,1.63,83.25,15.74,58.25,476.01,198.75
1762781736426,2025-11-10 20:35:36,Quang,Lab-301,1.51,83.18,15.74,58.25,476.01,198.75
1762781737465,2025-11-10 20:35:37,Quang,Lab-301,1.89,83.19,15.74,58.25,476.01,198.75
1762781738424,2025-11-10 20:35:38,Quang,Lab-301,1.43,83.24,15.74,58.25,476.01,198.75
1762781739391,2025-11-10 20:35:39,Quang,Lab-301,1.21,83.38,15.74,58.25,476.01,198.75
1762781740440,2025-11-10 20:35:40,Quang,Lab-301,1.68,83.39,15.74,58.25,476.01,198.75
1762781741442,2025-11-10 20:35:41,Quang,Lab-301,1.56,83.35,15.74,58.25,476.01,198.75
1762781742461,2025-11-10 20:35:42,Quang,Lab-301,1.72,83.20,15.74,58.25,476.01,198.75
1762781743474,2025-11-10 20:35:43,Quang,Lab-301,1.73,83.21,15.74,58.25,476.01,198.75
1762781744445,2025-11-10 20:35:44,Quang,Lab-301,1.22,83.23,15.74,58.25,476.01,198.75
1762781745503,2025-11-10 20:35:45,Quang,Lab-301,1.84,83.20,15.74,58.25,476.01,198.75
1762781746510,2025-11-10 20:35:46,Quang,Lab-301,1.76,83.23,15.74,58.25,476.01,198.75
1762781747497,2025-11-10 20:35:47,Quang,Lab-301,1.58,83.28,15.74,58.25,476.01,198.75
1762781748509,2025-11-10 20:35:48,Quang,Lab-301,1.55,83.31,15.74,58.25,476.01,198.75
1762781749518,2025-11-10 20:35:49,Quang,Lab-301,1.55,83.32,15.74,58.25,476.01,198.75
1762781750563,2025-11-10 20:35:50,Quang,Lab-301,1.69,83.29,15.74,58.25,476.01,198.75
1762781751519,2025-11-10 20:35:51,Quang,Lab-301,1.63,83.24,15.74,58.25,476.01,198.75
1762781752516,2025-11-10 20:35:52,Quang,Lab-301,1.18,83.25,15.74,58.25,476.01,198.75
1762781753555,2025-11-10 20:35:53,Quang,Lab-301,1.68,82.73,15.74,58.25,476.01,198.75
1762781754568,2025-11-10 20:35:54,Quang,Lab-301,1.55,83.32,15.74,58.25,476.01,198.75
1762781755538,2025-11-10 20:35:55,Quang,Lab-301,1.21,83.53,15.74,58.25,476.01,198.75
1762781756563,2025-11-10 20:35:56,Quang,Lab-301,1.15,83.41,15.74,58.25,476.01,198.75
1762781757569,2025-11-10 20:35:57,Quang,Lab-301,1.36,83.41,15.74,58.25,476.01,198.75
1762781758601,2025-11-10 20:35:58,Quang,Lab-301,1.70,83.98,15.74,58.25,476.01,198.75
1762781759601,2025-11-10 20:35:59,Quang,Lab-301,1.76,84.21,15.74,58.25,476.01,198.75
1762781760628,2025-11-10 20:36:00,Quang,Lab-301,1.90,83.40,15.74,58.25,476.01,198.75
1762781761621,2025-11-10 20:36:01,Quang,Lab-301,1.78,83.40,15.74,58.25,476.01,198.75
1762781762633,2025-11-10 20:36:02,Quang,Lab-301,1.74,83.37,15.74,58.25,476.01,198.75
1762781763591,2025-11-10 20:36:03,Quang,Lab-301,1.02,83.34,15.74,58.25,476.01,198.75
1762781764635,2025-11-10 20:36:04,Quang,Lab-301,1.50,83.26,15.74,58.25,476.01,198.75
1762781765663,2025-11-10 20:36:05,Quang,Lab-301,1.90,83.40,15.74,58.25,476.01,198.75
1762781766677,2025-11-10 20:36:06,Quang,Lab-301,1.93,83.40,15.74,58.25,476.01,198.75
1762781767692,2025-11-10 20:36:07,Quang,Lab-301,2.11,83.42,15.74,58.25,476.01,198.75
1762781768693,2025-11-10 20:36:08,Quang,Lab-301,1.95,83.50,15.74,58.25,476.01,198.75
1762781769656,2025-11-10 20:36:09,Quang,Lab-301,1.42,83.43,15.74,58.25,476.01,198.75
1762781770638,2025-11-10 20:36:10,Quang,Lab-301,1.20,83.46,15.74,58.25,476.01,198.75
1762781771669,2025-11-10 20:36:11,Quang,Lab-301,1.33,83.50,15.74,58.25,476.01,198.75
1762781772672,2025-11-10 20:36:12,Quang,Lab-301,1.36,83.51,15.74,58.25,476.01,198.75
1762781773702,2025-11-10 20:36:13,Quang,Lab-301,1.89,83.67,15.74,58.25,476.01,198.75
1762781774684,2025-11-10 20:36:14,Quang,Lab-301,1.40,83.67,15.74,58.25,476.01,198.75
1762781775702,2025-11-10 20:36:15,Quang,Lab-301,1.34,83.69,15.74,58.25,476.01,198.75
1762781776632,2025-11-10 20:36:16,Quang,Lab-301,1.26,83.71,15.74,58.25,476.01,198.75
1762781777648,2025-11-10 20:36:17,Quang,Lab-301,2.51,83.81,15.74,58.25,476.01,198.75
1762781778662,2025-11-10 20:36:18,Quang,Lab-301,2.89,83.95,15.74,58.25,476.01,198.75
1762781779697,2025-11-10 20:36:19,Quang,Lab-301,2.08,84.46,15.74,58.25,476.01,198.75
1762781780692,2025-11-10 20:36:20,Quang,Lab-301,1.77,84.84,15.74,58.25,476.01,198.75
1762781781696,2025-11-10 20:36:21,Quang,Lab-301,1.36,84.60,15.74,58.25,476.01,198.75
1762781782712,2025-11-10 20:36:22,Quang,Lab-301,1.15,84.43,15.74,58.25,476.01,198.75
1762781783698,2025-11-10 20:36:23,Quang,Lab-301,0.79,84.43,15.74,58.25,476.01,198.75
1762781784712,2025-11-10 20:36:24,Quang,Lab-301,1.34,84.23,15.74,58.25,476.01,198.75
1762781785712,2025-11-10 20:36:25,Quang,Lab-301,0.78,84.28,15.74,58.25,476.01,198.75
1762781786720,2025-11-10 20:36:26,Quang,Lab-301,0.97,84.47,15.74,58.25,476.01,198.75
1762781787752,2025-11-10 20:36:27,Quang,Lab-301,1.32,84.05,15.74,58.25,476.01,198.75
1762781788742,2025-11-10 20:36:28,Quang,Lab-301,1.18,84.86,15.74,58.25,476.01,198.75
1762781789794,2025-11-10 20:36:29,Quang,Lab-301,1.67,84.16,15.74,58.25,476.01,198.75
1762781790852,2025-11-10 20:36:30,Quang,Lab-301,2.21,84.21,15.74,58.25,476.01,198.75
1762781791832,2025-11-10 20:36:31,Quang,Lab-301,2.00,84.24,15.74,58.25,476.01,198.75
1762781792852,2025-11-10 20:36:32,Quang,Lab-301,1.91,84.67,15.74,58.25,476.01,198.73
1762781793812,2025-11-10 20:36:33,Quang,Lab-301,1.62,84.11,15.74,58.25,476.01,198.75
1762781794801,2025-11-10 20:36:34,Quang,Lab-301,1.38,84.04,15.74,58.25,476.01,198.75
1762781795806,2025-11-10 20:36:35,Quang,Lab-301,1.17,84.07,15.74,58.25,476.01,198.75
1762781796791,2025-11-10 20:36:36,Quang,Lab-301,1.59,84.06,15.74,58.25,476.01,198.75
1762781797832,2025-11-10 20:36:37,Quang,Lab-301,1.31,83.94,15.74,58.25,476.01,198.75
1762781798811,2025-11-10 20:36:38,Quang,Lab-301,1.79,83.95,15.74,58.25,476.01,198.75
1762781799816,2025-11-10 20:36:39,Quang,Lab-301,1.94,83.94,15.74,58.25,476.01,198.75
1762781800871,2025-11-10 20:36:40,Quang,Lab-301,2.22,84.04,15.74,58.25,476.01,198.75
1762781801903,2025-11-10 20:36:41,Quang,Lab-301,1.52,84.02,15.74,58.25,476.01,198.75
1762781802871,2025-11-10 20:36:42,Quang,Lab-301,1.00,83.99,15.74,58.25,476.01,198.75
1762781803922,2025-11-10 20:36:43,Quang,Lab-301,1.68,84.01,15.74,58.25,476.01,198.75
1762781804913,2025-11-10 20:36:44,Quang,Lab-301,1.57,84.00,15.74,58.25,476.01,198.75
1762781805936,2025-11-10 20:36:45,Quang,Lab-301,1.53,83.79,15.74,58.25,476.01,198.75
1762781806941,2025-11-10 20:36:46,Quang,Lab-301,1.94,83.76,15.74,58.25,476.01,198.75
1762781807921,2025-11-10 20:36:47,Quang,Lab-301,1.40,83.80,15.74,58.25,476.01,198.75
1762781808937,2025-11-10 20:36:48,Quang,Lab-301,1.54,83.84,15.74,58.25,476.01,198.75
1762781809941,2025-11-10 20:36:49,Quang,Lab-301,1.56,83.97,15.74,58.25,476.01,198.75
1762781810944,2025-11-10 20:36:50,Quang,Lab-301,1.35,84.08,15.74,58.25,476.01,198.75
1762781811971,2025-11-10 20:36:51,Quang,Lab-301,1.72,84.04,15.74,58.25,476.01,198.75
1762781812971,2025-11-10 20:36:52,Quang,Lab-301,1.56,84.02,15.74,58.25,476.01,198.75
1762781813971,2025-11-10 20:36:53,Quang,Lab-301,1.56,84.02,15.74,58.25,476.01,198.75
1762781814991,2025-11-10 20:36:54,Quang,Lab-301,1.72,83.99,15.74,58.25,476.01,198.75
1762781815971,2025-11-10 20:36:55,Quang,Lab-301,1.40,83.94,15.74,58.25,476.01,198.75
1762781816973,2025-11-10 20:36:56,Quang,Lab-301,1.36,83.80,15.74,58.25,476.01,198.75
1762781818051,2025-11-10 20:36:58,Quang,Lab-301,2.00,84.60,15.74,58.25,476.01,198.75
1762781818985,2025-11-10 20:36:58,Quang,Lab-301,1.46,84.55,15.74,58.25,476.01,198.75
1762781820021,2025-11-10 20:37:00,Quang,Lab-301,1.70,84.60,15.74,58.25,476.01,198.75
1762781821000,2025-11-10 20:37:01,Quang,Lab-301,1.39,84.62,15.74,58.25,476.01,198.75
1762781822028,2025-11-10 20:37:02,Quang,Lab-301,1.52,84.12,15.74,58.25,476.01,198.75
1762781823066,2025-11-10 20:37:03,Quang,Lab-301,1.88,84.49,15.74,58.25,476.01,198.75
1762781824010,2025-11-10 20:37:04,Quang,Lab-301,1.03,84.57,15.74,58.25,476.01,198.75
1762781825066,2025-11-10 20:37:05,Quang,Lab-301,1.85,84.70,15.74,58.25,476.01,198.75
1762781826120,2025-11-10 20:37:06,Quang,Lab-301,2.04,85.07,15.74,58.25,476.01,198.75
1762781827102,2025-11-10 20:37:07,Quang,Lab-301,1.79,85.26,15.74,58.25,476.01,198.74
1762781828068,2025-11-10 20:37:08,Quang,Lab-301,1.42,84.90,15.74,58.25,476.01,198.74
1762781829056,2025-11-10 20:37:09,Quang,Lab-301,0.99,84.42,15.74,58.25,476.01,198.74
1762781830067,2025-11-10 20:37:10,Quang,Lab-301,1.16,84.39,15.74,58.25,476.01,198.74
1762781831132,2025-11-10 20:37:11,Quang,Lab-301,1.84,84.38,15.74,58.25,476.01,198.74
1762781832122,2025-11-10 20:37:12,Quang,Lab-301,1.78,84.35,15.74,58.25,476.01,198.74
1762781833130,2025-11-10 20:37:13,Quang,Lab-301,1.94,84.32,15.74,58.25,476.01,198.74
1762781834095,2025-11-10 20:37:14,Quang,Lab-301,1.21,84.28,15.74,58.25,476.01,198.74
1762781835125,2025-11-10 20:37:15,Quang,Lab-301,1.52,84.27,15.74,58.25,476.01,198.74
1762781836136,2025-11-10 20:37:16,Quang,Lab-301,1.54,84.31,15.74,58.25,476.01,198.74
1762781837150,2025-11-10 20:37:17,Quang,Lab-301,1.93,84.38,15.74,58.25,476.01,198.74
1762781838120,2025-11-10 20:37:18,Quang,Lab-301,1.21,84.36,15.74,58.25,476.01,198.74
1762781839120,2025-11-10 20:37:19,Quang,Lab-301,1.36,84.48,15.74,58.25,476.01,198.74
1762781840159,2025-11-10 20:37:20,Quang,Lab-301,1.51,84.52,15.74,58.25,476.01,198.74
1762781841120,2025-11-10 20:37:21,Quang,Lab-301,1.21,84.34,15.74,58.25,476.01,198.74
1762781842159,2025-11-10 20:37:22,Quang,Lab-301,1.51,84.32,15.74,58.25,476.01,198.74
1762781843150,2025-11-10 20:37:23,Quang,Lab-301,1.18,84.20,15.74,58.25,476.01,198.74
1762781844163,2025-11-10 20:37:24,Quang,Lab-301,1.35,84.19,15.74,58.25,476.01,198.74
1762781845210,2025-11-10 20:37:25,Quang,Lab-301,1.68,84.19,15.74,58.25,476.01,198.74
1762781846219,2025-11-10 20:37:26,Quang,Lab-301,1.93,84.47,15.74,58.25,476.01,198.74
1762781847225,2025-11-10 20:37:27,Quang,Lab-301,1.56,84.45,15.74,58.25,476.01,198.74
1762781848230,2025-11-10 20:37:28,Quang,Lab-301,1.75,84.53,15.74,58.25,476.01,198.74
1762781849229,2025-11-10 20:37:29,Quang,Lab-301,1.56,84.44,15.74,58.25,476.01,198.74
1762781850249,2025-11-10 20:37:30,Quang,Lab-301,1.91,84.47,15.74,58.25,476.01,198.74
1762781851179,2025-11-10 20:37:31,Quang,Lab-301,0.84,84.48,15.74,58.25,476.01,198.74
1762781852200,2025-11-10 20:37:32,Quang,Lab-301,1.14,84.37,15.74,58.25,476.01,198.74
1762781853289,2025-11-10 20:37:33,Quang,Lab-301,1.79,84.33,15.74,58.25,476.01,198.74
1762781854264,2025-11-10 20:37:34,Quang,Lab-301,2.01,84.22,15.74,58.25,476.01,198.74
1762781855221,2025-11-10 20:37:35,Quang,Lab-301,1.23,83.98,15.74,58.25,476.01,198.74
1762781856299,2025-11-10 20:37:36,Quang,Lab-301,1.81,83.88,15.74,58.25,476.01,198.74
1762781857284,2025-11-10 20:37:37,Quang,Lab-301,1.78,83.65,15.74,58.25,476.01,198.74
1762781858319,2025-11-10 20:37:38,Quang,Lab-301,2.08,83.68,15.74,58.25,476.01,198.74
1762781859224,2025-11-10 20:37:39,Quang,Lab-301,1.08,83.43,15.74,58.25,476.01,198.74
1762781860278,2025-11-10 20:37:40,Quang,Lab-301,1.48,84.52,15.74,58.25,476.01,198.74
1762781861345,2025-11-10 20:37:41,Quang,Lab-301,2.21,84.80,15.74,58.25,476.01,198.74
1762781862279,2025-11-10 20:37:42,Quang,Lab-301,1.25,84.92,15.74,58.25,476.01,198.74
1762781863268,2025-11-10 20:37:43,Quang,Lab-301,1.38,84.40,15.74,58.25,476.01,198.74
1762781864294,2025-11-10 20:37:44,Quang,Lab-301,1.33,85.37,15.74,58.25,476.01,198.74
1762781865343,2025-11-10 20:37:45,Quang,Lab-301,1.68,85.49,15.74,58.25,476.01,198.74
1762781866328,2025-11-10 20:37:46,Quang,Lab-301,1.78,84.13,15.74,58.25,476.01,198.74
1762781867344,2025-11-10 20:37:47,Quang,Lab-301,1.54,84.12,15.74,58.25,476.01,198.74
1762781868358,2025-11-10 20:37:48,Quang,Lab-301,1.73,84.13,15.74,58.25,476.01,198.74
1762781869368,2025-11-10 20:37:49,Quang,Lab-301,1.73,84.15,15.74,58.25,476.01,198.74
1762781870371,2025-11-10 20:37:50,Quang,Lab-301,1.57,84.13,15.74,58.25,476.01,198.74
1762781871360,2025-11-10 20:37:51,Quang,Lab-301,1.38,84.11,15.74,58.25,476.01,198.74
1762781872401,2025-11-10 20:37:52,Quang,Lab-301,0.94,85.05,15.74,58.25,476.01,198.74
1762781873369,2025-11-10 20:37:53,Quang,Lab-301,1.21,85.06,15.74,58.25,476.01,198.74
1762781874408,2025-11-10 20:37:54,Quang,Lab-301,1.69,84.95,15.74,58.25,476.01,198.74
1762781875425,2025-11-10 20:37:55,Quang,Lab-301,1.93,84.96,15.74,58.25,476.01,198.74
1762781876360,2025-11-10 20:37:56,Quang,Lab-301,0.83,84.21,15.74,58.25,476.01,198.74
1762781877428,2025-11-10 20:37:57,Quang,Lab-301,1.47,84.25,15.74,58.25,476.01,198.74
1762781878410,2025-11-10 20:37:58,Quang,Lab-301,1.19,84.10,15.74,58.25,476.01,198.74
1762781879436,2025-11-10 20:37:59,Quang,Lab-301,1.33,84.07,15.74,58.25,476.01,198.74
1762781880480,2025-11-10 20:38:00,Quang,Lab-301,1.87,84.08,15.74,58.25,476.01,198.74
1762781881433,2025-11-10 20:38:01,Quang,Lab-301,1.44,84.09,15.74,58.25,476.01,198.74
1762781882442,2025-11-10 20:38:02,Quang,Lab-301,1.35,84.21,15.74,58.25,476.01,198.74
1762781883504,2025-11-10 20:38:03,Quang,Lab-301,1.84,83.94,15.74,58.25,476.01,198.74
1762781884478,2025-11-10 20:38:04,Quang,Lab-301,1.60,83.93,15.74,58.25,476.01,198.74
1762781885458,2025-11-10 20:38:05,Quang,Lab-301,1.40,83.96,15.74,58.25,476.01,198.74
1762781886466,2025-11-10 20:38:06,Quang,Lab-301,1.17,84.32,15.74,58.25,476.01,198.74
1762781887493,2025-11-10 20:38:07,Quang,Lab-301,1.71,84.46,15.74,58.25,476.01,198.74
1762781888492,2025-11-10 20:38:08,Quang,Lab-301,1.56,84.43,15.74,58.25,476.01,198.74
1762781889472,2025-11-10 20:38:09,Quang,Lab-301,1.60,84.43,15.74,58.25,476.01,198.74
1762781890538,2025-11-10 20:38:10,Quang,Lab-301,1.83,84.28,15.74,58.25,476.01,198.74
1762781891525,2025-11-10 20:38:11,Quang,Lab-301,1.78,84.30,15.74,58.25,476.01,198.74
1762781892537,2025-11-10 20:38:12,Quang,Lab-301,1.73,84.32,15.74,58.25,476.01,198.74
1762781893517,2025-11-10 20:38:13,Quang,Lab-301,1.80,84.27,15.74,58.25,476.01,198.74
1762781894500,2025-11-10 20:38:14,Quang,Lab-301,1.19,84.41,15.74,58.25,476.01,198.74
1762781895527,2025-11-10 20:38:15,Quang,Lab-301,1.34,84.40,15.74,58.25,476.01,198.74
1762781896501,2025-11-10 20:38:16,Quang,Lab-301,1.41,85.08,15.74,58.25,476.01,198.74
1762781897497,2025-11-10 20:38:17,Quang,Lab-301,0.98,85.34,15.74,58.25,476.01,198.74
1762781898577,2025-11-10 20:38:18,Quang,Lab-301,1.81,85.17,15.74,58.25,476.01,198.74
1762781899549,2025-11-10 20:38:19,Quang,Lab-301,1.61,85.24,15.74,58.25,476.01,198.74
1762781900542,2025-11-10 20:38:20,Quang,Lab-301,1.18,85.44,15.74,58.25,476.01,198.74
1762781901513,2025-11-10 20:38:21,Quang,Lab-301,1.21,85.35,15.74,58.25,476.01,198.74
1762781902548,2025-11-10 20:38:22,Quang,Lab-301,1.13,85.30,15.74,58.25,476.01,198.74
1762781903537,2025-11-10 20:38:23,Quang,Lab-301,0.79,85.29,15.74,58.25,476.01,198.74
1762781904577,2025-11-10 20:38:24,Quang,Lab-301,1.31,85.25,15.74,58.25,476.01,198.74
1762781905600,2025-11-10 20:38:25,Quang,Lab-301,1.34,85.24,15.74,58.25,476.01,198.74
1762781906590,2025-11-10 20:38:26,Quang,Lab-301,0.99,84.76,15.74,58.25,476.01,198.74
1762781907637,2025-11-10 20:38:27,Quang,Lab-301,1.68,85.30,15.74,58.25,476.01,198.74
1762781908627,2025-11-10 20:38:28,Quang,Lab-301,1.58,85.40,15.74,58.25,476.01,198.74
1762781909649,2025-11-10 20:38:29,Quang,Lab-301,1.52,85.46,15.74,58.25,476.01,198.74
1762781910628,2025-11-10 20:38:30,Quang,Lab-301,1.60,85.57,15.74,58.25,476.01,198.74
1762781911670,2025-11-10 20:38:31,Quang,Lab-301,1.87,86.41,15.74,58.25,476.01,198.74
1762781912653,2025-11-10 20:38:32,Quang,Lab-301,1.79,86.50,15.74,58.25,476.01,198.74
1762781913622,2025-11-10 20:38:33,Quang,Lab-301,1.41,85.49,15.74,58.25,476.01,198.74
1762781914661,2025-11-10 20:38:34,Quang,Lab-301,1.50,85.69,15.74,58.25,476.01,198.74
1762781915617,2025-11-10 20:38:35,Quang,Lab-301,0.82,85.68,15.74,58.25,476.01,198.74
1762781916676,2025-11-10 20:38:36,Quang,Lab-301,1.47,85.49,15.74,58.25,476.01,198.74
1762781917656,2025-11-10 20:38:37,Quang,Lab-301,1.20,85.20,15.74,58.25,476.01,198.74
1762781918703,2025-11-10 20:38:38,Quang,Lab-301,1.68,85.18,15.74,58.25,476.01,198.74
