Timestamp,DateTime,AgentID,Zone,CPU(%),RAM(%),TotalRAM(GB),Disk(%),TotalDisk(GB),FreeDisk(GB)
1762283708757,2025-11-05 02:15:08,Quang,Lab-301,1.71,92.07,15.74,58.72,476.01,196.49
1762283709691,2025-11-05 02:15:09,Quang,Lab-301,1.04,92.09,15.74,58.72,476.01,196.49
1762283710725,2025-11-05 02:15:10,Quang,Lab-301,1.51,92.11,15.74,58.72,476.01,196.49
1762283711731,2025-11-05 02:15:11,Quang,Lab-301,1.36,92.13,15.74,58.72,476.01,196.49
1762283712744,2025-11-05 02:15:12,Quang,Lab-301,1.16,92.64,15.74,58.72,476.01,196.49
1762283713782,2025-11-05 02:15:13,Quang,Lab-301,1.70,92.63,15.74,58.72,476.01,196.49
1762283714799,2025-11-05 02:15:14,Quang,Lab-301,1.73,92.63,15.74,58.72,476.01,196.49
1762283715776,2025-11-05 02:15:15,Quang,Lab-301,1.60,92.63,15.74,58.72,476.01,196.49
1762283716778,2025-11-05 02:15:16,Quang,Lab-301,1.56,92.65,15.74,58.72,476.01,196.49
1762283717792,2025-11-05 02:15:17,Quang,Lab-301,1.54,92.64,15.74,58.72,476.01,196.49
1762283718793,2025-11-05 02:15:18,Quang,Lab-301,1.37,92.70,15.74,58.72,476.01,196.49
1762283719781,2025-11-05 02:15:19,Quang,Lab-301,1.19,92.78,15.74,58.72,476.01,196.49
1762283720848,2025-11-05 02:15:20,Quang,Lab-301,1.83,92.81,15.74,58.72,476.01,196.49
1762283721851,2025-11-05 02:15:21,Quang,Lab-301,1.56,92.78,15.74,58.72,476.01,196.49
1762283722784,2025-11-05 02:15:22,Quang,Lab-301,1.46,92.86,15.74,58.72,476.01,196.49
1762283723792,2025-11-05 02:15:23,Quang,Lab-301,2.52,92.77,15.74,58.72,476.01,196.49
1762283724814,2025-11-05 02:15:24,Quang,Lab-301,1.15,92.95,15.74,58.72,476.01,196.49
1762283725818,2025-11-05 02:15:25,Quang,Lab-301,1.36,92.91,15.74,58.72,476.01,196.49
1762283726821,2025-11-05 02:15:26,Quang,Lab-301,1.36,92.91,15.74,58.72,476.01,196.49
1762283727820,2025-11-05 02:15:27,Quang,Lab-301,1.95,92.94,15.74,58.72,476.01,196.49
1762283728836,2025-11-05 02:15:28,Quang,Lab-301,0.77,92.94,15.74,58.72,476.01,196.49
1762283729834,2025-11-05 02:15:29,Quang,Lab-301,0.78,92.95,15.74,58.72,476.01,196.49
1762283730842,2025-11-05 02:15:30,Quang,Lab-301,1.55,93.05,15.74,58.72,476.01,196.49
1762283731845,2025-11-05 02:15:31,Quang,Lab-301,3.31,93.10,15.74,58.72,476.01,196.49
1762283732855,2025-11-05 02:15:32,Quang,Lab-301,1.16,93.12,15.74,58.72,476.01,196.49
1762283733856,2025-11-05 02:15:33,Quang,Lab-301,2.73,92.75,15.74,58.72,476.01,196.49
1762283734858,2025-11-05 02:15:34,Quang,Lab-301,2.73,92.75,15.74,58.72,476.01,196.49
1762283735881,2025-11-05 02:15:35,Quang,Lab-301,0.96,92.74,15.74,58.72,476.01,196.49
1762283736882,2025-11-05 02:15:36,Quang,Lab-301,0.78,92.83,15.74,58.72,476.01,196.49
1762283737903,2025-11-05 02:15:37,Quang,Lab-301,1.15,92.89,15.74,58.72,476.01,196.49
1762283738903,2025-11-05 02:15:38,Quang,Lab-301,0.98,92.87,15.74,58.72,476.01,196.49
1762283739906,2025-11-05 02:15:39,Quang,Lab-301,0.78,92.98,15.74,58.72,476.01,196.49
